# Program:featureCounts v2.0.6; Command:"featureCounts" "-g" "gene_id" "-a" "annotation.gtf" "-o" "SRR" "SRR941816.bam" "SRR941817.bam" "SRR941818.bam" "SRR941819.bam" 
Geneid	SRR941816.bam	SRR941817.bam	SRR941818.bam	SRR941819.bam
gene-YNCE0001C	1	0	1	6
gene-YEL054C	907	2540	2216	8748
gene-YEL053C	74	116	128	505
gene-YEL052W	387	886	64	313
gene-YEL051W	974	1716	390	1576
gene-YEL050C	149	376	92	372
gene-YNCE0002W	2	5	0	1
gene-YNCE0003W	2	0	0	3
gene-YNCE0004C	1	2	0	1
gene-YEL049W	72	26	0	11
gene-YEL048C	30	57	49	183
gene-YEL047C	155	453	55	192
gene-YEL046C	698	1207	696	2220
gene-YEL044W	707	783	112	460
gene-YEL043W	791	728	219	641
gene-YEL042W	424	965	297	1009
gene-YEL041W	197	189	9	32
gene-YEL040W	157	499	72	729
gene-YEL039C	807	395	32	102
gene-YEL038W	332	262	52	202
gene-YEL037C	1744	1752	455	1583
gene-YEL036C	216	165	566	1981
gene-YEL035C	114	42	1	5
gene-YEL034W	10931	11860	3443	16122
gene-YEL033W	1617	2121	402	2082
gene-YNCE0005W	1	0	0	0
gene-YEL032W	246	522	202	538
gene-YEL031W	415	727	150	603
gene-YEL030W	258	197	17	56
gene-YEL029C	51	99	141	458
gene-YEL028W	52	30	11	45
gene-YNCE0006W	0	0	0	2
gene-YEL027W	2507	3177	1132	4758
gene-YEL026W	125	202	1199	4839
gene-YEL025C	142	203	9	48
gene-YEL024W	5063	6366	178	643
gene-YEL023C	122	123	38	94
gene-YEL022W	120	219	93	390
gene-YEL021W	200	541	573	1719
gene-YEL020W-A	112	437	132	600
gene-YNCE0007C	44	111	6	18
gene-YEL020C	185	526	58	323
gene-YEL019C	67	140	48	177
gene-YEL018W	43	105	91	312
gene-YEL017C-A	296	619	275	1068
gene-YEL017W	286	408	44	232
gene-YEL016C	112	124	85	300
gene-YEL015W	798	1039	234	788
gene-YEL014C	18	28	12	50
gene-YEL013W	609	613	59	333
gene-YNCE0008C	3	1	0	1
gene-YEL012W	6340	2766	83	164
gene-YEL011W	10811	9548	110	271
gene-YNCE0009C	0	0	0	0
gene-YEL009C-A	14	8	0	3
gene-YNCE0010W	0	0	0	0
gene-YEL009C	15769	18774	2104	8031
gene-YEL008W	38	11	2	10
gene-YEL007W	427	595	69	229
gene-YEL006W	746	601	133	365
gene-YEL005C	1123	608	30	103
gene-YEL004W	88	106	26	118
gene-YEL003W	48	151	76	383
gene-YEL002C	1295	1764	129	549
gene-YEL001C	129	324	107	465
gene-YER001W	190	449	19	38
gene-YER002W	2433	901	639	2157
gene-YER003C	359	2263	39	194
gene-YER004W	2918	2392	58	267
gene-YER005W	217	260	167	486
gene-YER006W	891	1030	978	3274
gene-YER007W	182	205	57	214
gene-YER007C-A	450	733	258	842
gene-YNCE0011C	21	12	1	9
gene-YER008C	432	563	86	307
gene-YER009W	886	1732	346	1315
gene-YER010C	1595	948	75	274
gene-YER011W	6	9	2	3
gene-YNCE0012W	3	1	0	2
gene-YER012W	1335	1971	80	416
gene-YER013W	335	473	96	355
gene-YER014W	253	301	19	78
gene-YER014C-A	0	0	0	0
gene-YER015W	6186	3033	80	102
gene-YER016W	30	119	23	98
gene-YER017C	793	847	204	782
gene-YER018C	218	449	22	131
gene-YER019W	155	172	47	231
gene-YER019C-A	1295	1423	234	856
gene-YER020W	5605	4383	182	520
gene-YER021W	5002	5059	140	683
gene-YER022W	226	349	70	216
gene-YER023W	1596	2928	91	488
gene-YER024W	10756	3047	120	180
gene-YER025W	1572	1641	603	1870
gene-YNCE0013W	1	6	2	4
gene-YER026C	3647	7037	79	404
gene-YER027C	366	617	72	337
gene-YER028C	103	87	130	517
gene-YER029C	469	421	153	551
gene-YER030W	1516	1433	94	341
gene-YER031C	459	719	168	731
gene-YER032W	86	139	22	75
gene-YER033C	447	459	39	122
gene-YER034W	29	60	55	245
gene-YER035W	2822	1934	263	933
gene-YER036C	1708	2585	2487	7698
gene-YER037W	775	1076	64	294
gene-YER038C	215	200	58	184
gene-YER038W-A	14	3	0	3
gene-YER039C	338	172	14	50
gene-YER039C-A	208	111	14	43
gene-YER040W	135	215	65	212
gene-YER041W	170	138	66	190
gene-YER042W	339	297	31	106
gene-YER043C	1968	9269	1073	3510
gene-YER044C	1006	1391	26	135
gene-YER044C-A	9	8	4	12
gene-YER045C	249	223	79	276
gene-YER046W	225	191	13	38
gene-YER047C	436	366	104	241
gene-YER048C	1056	1362	87	371
gene-YNCE0014W	1	1	0	0
gene-YER048W-A	335	462	80	283
gene-YER049W	78	169	884	2947
gene-YER050C	427	839	71	288
gene-YER051W	414	374	75	229
gene-YER052C	64	419	274	830
gene-YER053C	1335	1374	26	97
gene-YER053C-A	4631	3330	134	913
gene-YER054C	876	258	21	61
gene-YER055C	341	107	747	2406
gene-YER056C	640	762	2900	7876
gene-YER056C-A	431	1322	1264	5500
gene-YER057C	1417	1614	192	718
gene-YER058W	172	64	6	22
gene-YER059W	308	376	39	154
gene-YER060W	120	81	26	69
gene-YER060W-A	119	95	120	258
gene-YER061C	489	492	69	134
gene-YER062C	174	301	10136	40137
gene-YER063W	808	1323	340	1534
gene-YER064C	299	394	209	555
gene-YER065C	3497	19030	67	497
gene-YNCE0015C	5	5	1	4
gene-YER066W	125	167	14	35
gene-YER067W	4703	18011	47	421
gene-YER068W	624	537	154	488
gene-YER069W	273	648	189	569
gene-YER070W	25	260	5	70
gene-YER071C	191	219	49	164
gene-YER072W	818	1281	265	1041
gene-YER073W	20	63	737	1296
gene-YER074W	1087	2439	2225	9316
gene-YER074W-A	595	550	119	451
gene-YER075C	113	90	231	735
gene-YNCE0016C	0	0	1	2
gene-YER076C	73	105	16	53
gene-YER077C	101	112	84	219
gene-YER078C	131	325	20	98
gene-YER078W-A	4	5	0	6
gene-YER079W	2777	3549	98	323
gene-YER080W	2113	2473	100	352
gene-YNCE0017W	1078	826	16	43
gene-YER081W	973	283	1277	1631
gene-YER082C	312	353	473	1438
gene-YER083C	525	341	126	327
gene-YER084W	1237	121	13	8
gene-YER085C	9	2	0	5
gene-YER086W	291	383	620	1726
gene-YER087W	166	441	7	67
gene-YER087C-B	230	613	118	451
gene-YER088C	1399	2024	302	841
gene-YER089C	176	345	48	277
gene-YER090W	407	1029	157	717
gene-YER091C	1238	2070	1132	1791
gene-YER092W	450	354	95	299
gene-YER093C	296	288	64	220
gene-YER093C-A	87	191	17	54
gene-YER094C	1583	1763	63	415
gene-YER095W	1274	2173	236	717
gene-YER096W	778	336	79	190
gene-YNCE0018W	0	0	0	0
gene-YER098W	441	492	46	182
gene-YER099C	925	692	212	896
gene-YER100W	656	683	201	855
gene-YER101C	1169	701	70	219
gene-YER102W	525	1527	1219	4798
gene-YER103W	1679	29716	102	1166
gene-YER104W	178	164	15	37
gene-YER105C	837	1062	132	464
gene-YER106W	3	5	1	6
gene-YER107C	85	162	80	363
gene-YER109C	46	83	44	131
gene-YER110C	318	453	692	2097
gene-YER111C	56	144	4	23
gene-YER112W	861	578	89	391
gene-YER113C	50	82	119	485
gene-YER114C	555	426	285	938
gene-YER115C	349	183	40	169
gene-YER116C	766	366	88	310
gene-YER117W	1369	2901	2153	9449
gene-YER118C	75	154	73	286
gene-YER119C	801	541	43	125
gene-YER120W	943	1735	363	1637
gene-YER121W	811	374	8	17
gene-YER122C	951	1392	538	2143
gene-YER123W	218	304	175	470
gene-YER124C	626	870	49	147
gene-YER125W	1500	1446	266	823
gene-YER126C	337	458	1063	3579
gene-YER127W	30	47	453	1677
gene-YER128W	106	124	46	269
gene-YER129W	721	281	203	773
gene-YER130C	155	191	226	746
gene-YER131W	309	1856	1997	7916
gene-YNCE0019W	108	232	17	74
gene-YER132C	96	133	139	447
gene-YNCE0020C	2	1	0	1
gene-YER133W	4221	3823	540	1826
gene-YNCE0021C	0	0	0	1
gene-YNCE0022C	1	1	0	0
gene-YER134C	220	472	49	172
gene-YER135C	24	17	4	9
gene-YNCE0023W	0	0	0	0
gene-YER136W	1727	1545	86	505
gene-YER137C	65	72	77	223
gene-YNCE0024W	48	76	12	69
gene-YNCE0025C	0	0	0	0
gene-YER138C	0	0	0	0
gene-YER137C-A	0	0	0	0
gene-YER138W-A	0	0	0	0
gene-YER139C	234	280	15	91
gene-YER140W	130	146	70	228
gene-YER141W	1941	2183	159	611
gene-YER142C	1203	858	23	63
gene-YER143W	1175	1808	20	102
gene-YER144C	1076	494	67	275
gene-YER145C	522	572	1839	3644
gene-YER145C-A	3	9	11	38
gene-YER146W	7	12	13	28
gene-YER147C	220	260	56	236
gene-YER148W	707	763	604	1939
gene-YER149C	42	74	54	205
gene-YER150W	9752	17486	241	1163
gene-YNCE0026W	3	0	2	0
gene-YER151C	390	740	297	799
gene-YER152C	395	627	18	58
gene-YER153C	73	46	2	7
gene-YER154W	197	490	89	308
gene-YER155C	656	887	80	307
gene-YER156C	173	300	349	1371
gene-YER157W	94	327	36	217
gene-YNCE0027C	0	0	0	0
gene-YER158C	536	1585	54	166
gene-YER159C	1392	1286	215	657
gene-YNCE0028C	0	0	1	0
gene-YER160C	0	0	0	0
gene-YER159C-A	0	0	0	0
gene-YER161C	788	910	119	385
gene-YER162C	1350	919	61	188
gene-YER163C	172	589	54	210
gene-YER164W	505	648	214	561
gene-YER165W	5740	5781	1458	4743
gene-YER166W	616	767	100	329
gene-YER167W	423	317	140	451
gene-YER168C	222	305	220	708
gene-YER169W	974	362	670	1981
gene-YER170W	67	315	4	29
gene-YER171W	195	192	149	652
gene-YER172C	734	749	170	523
gene-YER173W	281	189	38	157
gene-YER174C	226	191	43	156
gene-YER175C	543	672	41	174
gene-YER175W-A	3	7	6	8
gene-YER176W	269	468	137	462
gene-YER177W	2721	5143	289	1183
gene-YER178W	8093	6615	182	884
gene-YER179W	84	66	3	6
gene-YER180C	130	81	51	196
gene-YER180C-A	72	56	14	52
gene-YNCE0029C	0	0	0	0
gene-YER181C	14	8	0	1
gene-YER182W	787	817	53	158
gene-YER183C	153	222	81	274
gene-YER184C	267	193	21	56
gene-YER185W	22	26	3	19
gene-YER186C	33	68	9	34
gene-YER187W	6	11	3	7
gene-YER188W	74	35	4	6
gene-YER188C-A	1	1	0	1
gene-YER189W	1	2	0	0
gene-YER190W	0	0	0	0
gene-YER190C-B	0	0	0	0
gene-YFL068W	0	1	0	0
gene-YFL067W	12	15	0	0
gene-YFL066C	0	0	0	0
gene-YFL065C	0	0	0	0
gene-YFL064C	1	1	1	0
gene-YFL062W	313	289	15	50
gene-YFL061W	0	0	0	0
gene-YFL060C	0	2	0	0
gene-YFL059W	5	27	0	3
gene-YFL058W	15	11	0	3
gene-YFL056C	3	5	0	3
gene-YFL055W	0	0	0	0
gene-YFL054C	1	0	0	0
gene-YFL053W	0	0	0	0
gene-YFL052W	0	1	0	0
gene-YFL051C	64	74	1	6
gene-YFL050C	243	423	68	218
gene-YFL049W	431	339	79	243
gene-YFL048C	373	360	126	529
gene-YFL047W	44	72	98	322
gene-YFL046W	240	344	41	187
gene-YFL045C	1027	3123	597	2419
gene-YFL044C	1052	1059	25	70
gene-YFL042C	1677	1574	34	100
gene-YFL041W-A	55	61	1	6
gene-YFL041W	813	1070	81	216
gene-YFL040W	61	92	15	55
gene-YFL039C	10364	18557	804	3229
gene-YFL038C	4570	4648	389	1647
gene-YFL037W	1256	3115	143	899
gene-YNCF0001C	28	117	3	17
gene-YFL036W	482	665	167	482
gene-YFL034C-B	38	80	70	307
gene-YFL034C-A	47	138	665	2705
gene-YFL034W	175	286	99	319
gene-YFL033C	118	147	71	278
gene-YFL031W	2020	3294	291	1155
gene-YFL030W	4586	4617	117	408
gene-YFL029C	287	445	14	114
gene-YFL028C	304	427	77	318
gene-YFL027C	70	166	28	92
gene-YFL026W	82	48	11	36
gene-YFL025C	121	119	46	171
gene-YFL024C	598	511	169	516
gene-YFL023W	351	269	266	737
gene-YFL022C	701	1218	610	1935
gene-YFL021W	447	516	245	388
gene-YFL020C	29	13	3	10
gene-YFL019C	61	28	1	3
gene-YNCF0002W	0	0	0	0
gene-YFL018C	5146	6051	145	720
gene-YFL017W-A	101	123	33	119
gene-YFL017C	217	292	30	144
gene-YFL016C	3394	6612	163	628
gene-YFL015C	10	17	5	11
gene-YFL014W	79439	38470	2625	7645
gene-YFL013C	1093	1289	92	322
gene-YFL012W	0	0	0	1
gene-YFL011W	11	6	0	1
gene-YFL010W-A	34	51	16	39
gene-YFL010C	154	314	124	423
gene-YFL009W	392	331	88	310
gene-YFL008W	151	664	8	61
gene-YFL007W	1965	1278	131	448
gene-YFL005W	2201	2043	209	728
gene-YNCF0003C	172	210	16	75
gene-YFL004W	1318	1434	132	507
gene-YFL003C	83	61	17	56
gene-YNCF0004C	0	0	0	0
gene-YFL002W-B	0	0	0	0
gene-YFL002W-A	0	0	0	0
gene-YFL002C	416	491	258	716
gene-YFL001W	82	196	176	564
gene-YFR001W	563	667	309	1148
gene-YFR002W	569	660	249	837
gene-YFR003C	367	622	6	53
gene-YFR004W	2040	2730	163	621
gene-YFR005C	50	104	58	320
gene-YFR006W	1728	1497	171	630
gene-YNCF0005C	0	0	0	0
gene-YFR007W	101	150	21	108
gene-YFR008W	302	273	13	79
gene-YNCF0006W	0	0	0	0
gene-YFR009W	613	1016	346	1284
gene-YFR010W	1989	2966	86	491
gene-YFR011C	597	1716	59	295
gene-YNCF0007W	0	0	0	0
gene-YFR012W	14	3	2	1
gene-YFR012W-A	1	0	0	3
gene-YFR013W	207	373	68	238
gene-YFR014C	1132	1372	36	119
gene-YFR015C	2646	2956	29	105
gene-YFR016C	1402	1205	41	156
gene-YNCF0008C	0	0	0	0
gene-YFR017C	1756	1436	23	52
gene-YFR018C	274	381	17	55
gene-YFR019W	513	511	11	63
gene-YNCF0009C	0	0	0	0
gene-YFR020W	81	93	24	106
gene-YFR021W	144	198	35	131
gene-YFR022W	125	99	27	113
gene-YNCF0010C	0	0	0	0
gene-YFR023W	16	9	0	0
gene-YFR024C-A	1866	2426	49	196
gene-YFR025C	161	400	37	193
gene-YNCF0011C	0	0	0	0
gene-YFR026C	7	24	0	4
gene-YFR027W	9	35	3	13
gene-YFR028C	103	232	168	680
gene-YNCF0012C	0	0	0	1
gene-YFR029W	413	210	94	383
gene-YFR030W	248	228	185	658
gene-YFR031C	173	295	37	160
gene-YFR031C-A	768	2884	2609	9467
gene-YNCF0013W	1	1	0	3
gene-YFR032C	0	1	17	48
gene-YFR032C-A	560	1321	1122	4370
gene-YFR032C-B	24	34	27	97
gene-YFR033C	3816	4476	226	786
gene-YFR034C	207	221	111	359
gene-YFR035C	99	275	58	211
gene-YNCF0014C	0	0	0	0
gene-YFR036W	94	91	73	232
gene-YFR037C	734	1196	288	1042
gene-YFR038W	337	434	74	270
gene-YFR039C	690	575	99	369
gene-YFR040W	2547	2181	165	488
gene-YFR041C	264	617	29	168
gene-YFR042W	85	177	22	118
gene-YFR043C	280	344	27	123
gene-YFR044C	1436	1980	155	781
gene-YFR045W	164	340	22	108
gene-YFR046C	162	293	12	77
gene-YFR047C	1020	1244	30	132
gene-YFR048W	227	352	71	294
gene-YFR049W	1929	2046	29	109
gene-YFR050C	2169	2935	117	621
gene-YFR051C	170	610	169	639
gene-YFR052W	1590	1698	73	359
gene-YFR053C	4562	16512	53	507
gene-YFR054C	10	3	0	0
gene-YFR055W	31	74	41	143
gene-YFR057W	16	15	1	4
gene-YGL263W	222	260	54	164
gene-YGL262W	143	132	10	25
gene-YGL261C	5	6	0	4
gene-YGL260W	3	3	0	1
gene-YGL259W	27	34	2	6
gene-YGL258W-A	14	10	0	4
gene-YGL258W	20	11	1	11
gene-YGL257C	229	266	40	246
gene-YGL256W	253	327	106	420
gene-YNCG0047C	6	4	1	1
gene-YGL255W	1879	2974	2479	10658
gene-YGL254W	267	150	47	90
gene-YGL253W	98	1446	365	1526
gene-YGL252C	1339	1352	155	627
gene-YGL251C	228	143	13	67
gene-YGL250W	383	473	11	63
gene-YGL249W	12	3	1	4
gene-YNCG0001C	0	0	0	0
gene-YGL248W	724	679	46	211
gene-YGL247W	47	59	32	163
gene-YGL246C	142	284	275	873
gene-YGL245W	1852	3485	360	1522
gene-YGL244W	461	617	235	801
gene-YGL243W	141	194	54	187
gene-YGL242C	127	95	4	44
gene-YGL241W	91	162	31	125
gene-YGL240W	76	90	15	24
gene-YGL238W	514	655	238	799
gene-YGL237C	512	637	48	132
gene-YGL236C	29	126	45	122
gene-YGL235W	0	0	0	2
gene-YGL234W	415	957	992	2418
gene-YGL233W	528	611	55	236
gene-YGL232W	242	361	125	584
gene-YGL231C	972	1122	127	529
gene-YGL230C	32	22	6	18
gene-YGL229C	23	42	1	10
gene-YGL228W	2211	1616	180	743
gene-YGL227W	1672	1409	15	61
gene-YGL226C-A	401	674	26	117
gene-YGL226W	85	157	8	21
gene-YNCG0002C	0	0	3	7
gene-YGL225W	33	84	245	947
gene-YGL224C	133	172	58	276
gene-YGL223C	369	486	49	219
gene-YGL222C	384	403	19	105
gene-YGL221C	1015	1310	192	785
gene-YGL220W	465	387	95	336
gene-YGL219C	2001	2061	175	558
gene-YGL216W	120	151	54	248
gene-YGL215W	1361	1014	811	2802
gene-YGL213C	60	214	108	556
gene-YGL212W	186	204	28	115
gene-YGL211W	256	278	377	1178
gene-YGL210W	237	286	73	305
gene-YGL209W	234	169	113	459
gene-YGL208W	1713	2021	50	143
gene-YGL207W	894	1639	93	512
gene-YGL206C	1149	1808	61	314
gene-YGL205W	15495	5682	155	144
gene-YNCG0003C	20	5	2	1
gene-YGL204C	22	26	12	37
gene-YGL203C	324	253	166	487
gene-YNCG0004W	0	0	1	0
gene-YGL202W	343	1124	331	973
gene-YGL201C	129	202	162	541
gene-YNCG0005W	0	0	0	0
gene-YGL200C	662	2361	108	477
gene-YGL198W	269	491	48	205
gene-YGL197W	1301	930	60	201
gene-YGL196W	223	686	28	216
gene-YGL195W	641	859	267	852
gene-YGL194C-A	42	35	11	30
gene-YGL194C	47	121	15	65
gene-YNCG0006C	0	3	0	0
gene-YGL193C	0	0	0	0
gene-YGL192W	0	0	0	0
gene-YGL191W	18285	12433	384	1064
gene-YGL190C	728	508	136	640
gene-YGL189C	2600	5782	3250	13522
gene-YGL188C-A	12	19	39	133
gene-YGL187C	7800	7216	163	755
gene-YGL186C	141	184	120	383
gene-YGL185C	297	351	52	163
gene-YGL184C	189	88	35	80
gene-YGL183C	4	3	2	0
gene-YGL181W	1075	1077	109	399
gene-YGL180W	470	155	24	76
gene-YGL179C	15	67	25	107
gene-YGL178W	725	696	160	445
gene-YGL176C	30	59	58	173
gene-YGL175C	22	29	13	43
gene-YGL174W	96	182	46	120
gene-YGL173C	1785	2074	103	426
gene-YGL172W	191	384	155	567
gene-YGL171W	130	204	332	927
gene-YGL170C	9	23	16	72
gene-YNCG0007C	0	0	0	0
gene-YGL169W	137	310	289	996
gene-YGL168W	19	12	4	35
gene-YGL167C	1170	549	147	607
gene-YGL166W	773	719	84	316
gene-YGL164C	536	523	41	117
gene-YGL163C	253	299	230	513
gene-YGL162W	7	17	68	198
gene-YGL161C	736	971	22	123
gene-YGL160W	813	584	46	216
gene-YGL159W	162	161	31	122
gene-YNCG0008W	0	1	0	2
gene-YGL158W	6	0	23	59
gene-YGL157W	9	29	150	530
gene-YGL156W	9989	5216	103	170
gene-YGL155W	202	271	63	203
gene-YGL154C	321	201	23	85
gene-YGL153W	645	569	56	237
gene-YGL151W	270	328	74	321
gene-YGL150C	1032	1269	139	446
gene-YGL149W	35	26	4	6
gene-YGL148W	185	692	338	1051
gene-YGL147C	119	759	1923	7450
gene-YGL146C	313	212	11	47
gene-YGL145W	231	217	107	361
gene-YGL144C	95	38	67	244
gene-YGL143C	60	274	24	80
gene-YGL142C	183	112	73	178
gene-YGL141W	291	295	67	156
gene-YGL140C	594	674	120	406
gene-YGL139W	399	454	103	308
gene-YGL138C	0	0	0	1
gene-YGL137W	923	2069	126	576
gene-YGL136C	444	581	100	389
gene-YGL135W	1075	1923	1837	7282
gene-YGL134W	728	632	115	353
gene-YGL133W	610	652	222	824
gene-YGL131C	639	457	48	121
gene-YGL130W	273	401	135	414
gene-YGL129C	318	683	81	294
gene-YGL128C	320	243	21	128
gene-YGL127C	194	206	86	289
gene-YGL126W	107	269	64	304
gene-YGL125W	492	468	92	351
gene-YGL124C	221	257	47	219
gene-YGL123W	1574	4375	7199	26540
gene-YGL122C	2721	2370	383	973
gene-YGL121C	4176	1683	51	89
gene-YGL120C	76	176	866	2792
gene-YGL119W	132	298	92	423
gene-YNCG0009C	0	0	0	0
gene-YGL118C	4	12	1	2
gene-YGL117W	188	239	38	102
gene-YGL116W	409	549	6	49
gene-YGL115W	365	913	89	347
gene-YGL114W	482	472	102	385
gene-YGL113W	45	63	45	195
gene-YGL112C	422	565	162	526
gene-YGL111W	448	633	419	1613
gene-YGL110C	158	264	58	287
gene-YGL108C	203	312	29	113
gene-YGL107C	59	169	64	276
gene-YGL106W	678	946	181	811
gene-YGL105W	2173	3492	687	3094
gene-YGL104C	230	230	44	215
gene-YGL103W	1493	4994	5081	21249
gene-YGL101W	82	167	169	491
gene-YGL100W	721	865	153	593
gene-YGL099W	222	224	522	1535
gene-YNCG0010W	117	115	5	30
gene-YGL098W	576	555	60	195
gene-YNCG0011W	0	0	0	0
gene-YGL097W	121	355	232	726
gene-YGL096W	1409	658	30	48
gene-YNCG0012W	0	0	6	11
gene-YGL095C	618	669	74	217
gene-YGL094C	286	358	37	147
gene-YGL093W	211	284	14	58
gene-YGL092W	229	524	109	382
gene-YGL091C	544	638	111	358
gene-YGL090W	280	313	61	165
gene-YGL089C	15	27	7	24
gene-YGL088W	0	0	0	0
gene-YNCG0013W	4	11	0	4
gene-YGL087C	1255	1132	137	486
gene-YGL086W	494	378	119	396
gene-YGL085W	121	164	70	269
gene-YGL084C	700	933	57	173
gene-YGL083W	261	295	70	184
gene-YGL082W	381	826	42	181
gene-YGL081W	53	23	4	17
gene-YGL080W	2008	1515	65	249
gene-YGL079W	143	205	54	184
gene-YGL078C	421	699	1212	3447
gene-YGL077C	1659	1386	291	1121
gene-YGL076C	920	2390	2031	7741
gene-YNCG0014C	2	11	21	53
gene-YNCG0015C	2	1	4	3
gene-YGL075C	19	61	6	35
gene-YGL073W	1292	1238	141	483
gene-YGL071W	175	194	96	333
gene-YGL070C	46	156	142	487
gene-YGL068W	136	1183	76	399
gene-YGL067W	63	152	61	308
gene-YGL066W	448	457	70	253
gene-YGL065C	176	321	37	127
gene-YGL064C	28	33	41	159
gene-YGL063W	19	54	5	36
gene-YGL062W	9568	5827	115	367
gene-YGL061C	35	128	11	67
gene-YGL060W	127	194	5	42
gene-YGL059W	1310	768	12	64
gene-YGL058W	246	498	125	443
gene-YGL057C	141	175	55	215
gene-YGL056C	1318	445	258	781
gene-YGL055W	56020	36248	993	3102
gene-YGL054C	564	707	256	1013
gene-YNCG0016C	0	0	0	0
gene-YGL053W	13	18	0	10
gene-YGL051W	17	10	4	4
gene-YNCG0017W	0	0	0	1
gene-YGL050W	132	174	137	503
gene-YGL049C	303	607	163	476
gene-YGL048C	3910	5075	209	835
gene-YGL047W	533	581	3	33
gene-YNCG0018C	0	4	0	0
gene-YGL045W	1465	1735	100	339
gene-YGL044C	169	167	88	312
gene-YGL043W	559	797	193	716
gene-YGL041C-B	3	5	0	17
gene-YGL041W-A	367	505	64	216
gene-YGL040C	626	1063	148	514
gene-YNCG0019W	0	0	0	0
gene-YGL039W	57	97	14	60
gene-YGL038C	331	543	16	53
gene-YGL037C	5818	9663	136	706
gene-YGL036W	625	320	196	600
gene-YGL035C	34	74	453	1279
gene-YGL034C	2	2	0	0
gene-YGL033W	5	17	1	4
gene-YGL032C	5	20	1	1
gene-YGL031C	1541	4098	2736	10783
gene-YGL030W	916	3872	3966	14901
gene-YGL029W	97	45	498	1814
gene-YNCG0020C	0	0	0	0
gene-YGL028C	129	177	15	21
gene-YGL027C	158	397	19	81
gene-YGL026C	557	929	349	1245
gene-YGL025C	455	534	115	352
gene-YGL023C	600	601	160	631
gene-YGL022W	297	562	114	518
gene-YGL021W	556	344	13	102
gene-YGL020C	346	468	73	315
gene-YGL019W	748	1261	144	538
gene-YGL018C	216	356	44	163
gene-YGL017W	187	197	35	133
gene-YGL016W	89	111	73	284
gene-YGL015C	3	2	1	6
gene-YGL014W	774	719	330	963
gene-YGL013C	505	493	133	342
gene-YGL012W	231	878	215	820
gene-YGL011C	2649	3715	135	716
gene-YGL010W	359	300	21	71
gene-YGL009C	647	377	4243	7400
gene-YGL008C	6190	18276	7170	23463
gene-YGL007C-A	10	13	1	1
gene-YGL007W	103	33	1	5
gene-YGL006W-A	32	28	4	3
gene-YGL006W	8671	6778	232	682
gene-YGL005C	1613	1459	62	288
gene-YGL004C	509	831	20	133
gene-YGL003C	574	472	96	310
gene-YGL002W	538	522	43	150
gene-YGL001C	234	731	107	423
gene-YGR001C	355	523	233	842
gene-YGR002C	595	696	119	372
gene-YGR003W	534	331	148	456
gene-YGR004W	149	129	51	174
gene-YGR005C	1152	873	144	523
gene-YGR006W	118	112	20	69
gene-YGR007W	376	719	110	511
gene-YGR008C	10317	9079	100	182
gene-YGR009C	664	815	121	418
gene-YGR010W	491	414	69	244
gene-YGR012W	316	464	69	241
gene-YGR013W	495	501	70	259
gene-YGR014W	154	381	68	282
gene-YGR015C	87	147	22	97
gene-YGR016W	77	80	13	46
gene-YGR017W	184	397	44	237
gene-YGR018C	3	7	3	5
gene-YGR019W	2301	2549	105	360
gene-YGR020C	223	551	340	1107
gene-YGR021W	93	314	44	140
gene-YGR023W	1982	1941	156	414
gene-YNCG0021W	0	0	0	1
gene-YGR024C	638	473	201	676
gene-YGR025W	92	77	5	32
gene-YGR026W	827	827	38	329
gene-YGR027C	1763	4289	2738	10564
gene-YGR027W-A	0	0	0	0
gene-YGR027W-B	0	0	0	0
gene-YNCG0022W	0	0	0	0
gene-YGR028W	487	810	124	456
gene-YGR029W	432	583	73	269
gene-YNCG0023C	1	0	1	8
gene-YNCG0024W	24	14	5	43
gene-YGR030C	217	191	54	217
gene-YGR031W	363	522	26	87
gene-YGR031C-A	0	0	0	0
gene-YGR032W	13540	7315	290	756
gene-YGR033C	935	837	251	814
gene-YGR034W	484	1756	2797	10618
gene-YGR035C	27	24	185	243
gene-YGR035W-A	10	22	5	26
gene-YGR036C	55	74	19	110
gene-YGR037C	925	2097	49	337
gene-YGR038W	112	231	61	196
gene-YNCG0025C	0	0	0	0
gene-YGR038C-B	1	0	0	0
gene-YGR038C-A	0	0	0	0
gene-YGR039W	13	12	1	10
gene-YGR040W	85	151	19	86
gene-YGR041W	129	104	6	33
gene-YGR042W	328	338	39	115
gene-YGR043C	7327	1184	665	1041
gene-YGR044C	91	78	5	7
gene-YGR045C	9	4	0	1
gene-YGR046W	1138	633	127	467
gene-YGR047C	244	316	36	144
gene-YGR048W	396	596	56	288
gene-YGR049W	507	293	832	3452
gene-YGR050C	130	74	14	50
gene-YGR052W	4876	1486	528	2117
gene-YGR053C	71	97	2	14
gene-YGR054W	96	246	549	1724
gene-YGR055W	477	512	1055	3020
gene-YGR056W	193	425	145	530
gene-YGR057C	630	462	100	367
gene-YGR058W	205	312	80	328
gene-YGR059W	38	32	7	18
gene-YNCG0026W	4	4	2	8
gene-YGR060W	1726	3385	1079	4248
gene-YGR061C	1609	2246	665	1612
gene-YGR062C	36	101	29	95
gene-YGR063C	71	111	99	252
gene-YGR065C	75	100	120	332
gene-YGR066C	50	31	5	17
gene-YGR067C	2108	696	14	14
gene-YGR068C	88	55	133	332
gene-YGR070W	1431	1030	21	75
gene-YGR071C	191	192	98	314
